,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,CP,pob_tot_muni,partido_gov_x,pob_tot_muni,partido_gov_y
80,Castilla y León,Ávila,Casasola,5053000200,DURUELO,0.0,0.0,1.0,1.0,"(41.235833333333, 3.6486111111111)","En Duruelo de la Sierra, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 26 °C y rara vez baja a menos de -7 °C o sube a más de 31 °C.",5053,680,PP,680,PP
81,Castilla y León,Ávila,Casavieja,5054000100,CASAVIEJA,0.96,0.47,1.0,1.0,"(40.281111111111, 4.7666666666667)","En Casavieja, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 37 °C.",5054,1422,PSOE,1422,PSOE
82,Castilla y León,Ávila,Casillas,5055000100,CASILLAS,0.89,0.0,0.99,1.0,"(40.324166666667, 4.5725)",Not found,5055,6460,PP,6460,PP
83,Castilla y León,Ávila,Castellanos de Zapardiel,5056000100,CASTELLANOS DE ZAPARDIEL,0.0,0.0,1.0,0.86,"(41.085277777778, 4.9097222222222)","En Castellanos de Zapardiel, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",5056,940,PP,940,PP
84,Castilla y León,Ávila,Cebreros,5057000100,CEBREROS,1.0,1.0,1.0,1.0,"(40.455, 4.4647222222222)","En Cebreros, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",5057,3246,PSOE,3246,PSOE
85,Castilla y León,Ávila,Cebreros,5057000200,QUEXIGAL (EL),0.0,0.0,1.0,1.0,,Not found,5057,3246,PSOE,3246,PSOE
86,Castilla y León,Ávila,Cebreros,5057000300,SANTA LEONOR,0.77,0.0,1.0,1.0,,"En Santa Catarina, los veranos son largos, cálidos y húmedos; los inviernos son cortos, frescos y secos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 34 °C y rara vez baja a menos de 4 °C o sube a más de 37 °C.",5057,3246,PSOE,3246,PSOE
87,Castilla y León,Ávila,Cebreros,5057000400,ZONA DEL PANTANO DE SAN JUAN,0.73,0.0,1.0,1.0,,Not found,5057,3246,PSOE,3246,PSOE
88,Castilla y León,Ávila,Cepeda la Mora,5058000100,CEPEDA LA MORA,0.0,0.0,1.0,1.0,,"En Cepeda la Mora, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -4 °C a 26 °C y rara vez baja a menos de -9 °C o sube a más de 30 °C.",5058,700,PP,700,PP
89,Castilla y León,Ávila,Cillán,5059000100,CILLÁN,1.0,0.0,1.0,0.4,"(40.705, 4.9780555555556)","En Cillán, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",5059,820,TC,820,TC
90,Castilla y León,Ávila,Cisla,5060000100,CISLA,0.0,0.0,1.0,0.59,"(40.964722222222, 5.0122222222222)","En Cislago, los veranos son calurosos, los inviernos son muy frío y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -7 °C o sube a más de 32 °C.",5060,1040,PP,1040,PP
91,Castilla y León,Ávila,"Colilla, La",5061000100,COLILLA (LA),0.97,0.0,1.0,1.0,"(40.646111111111, 4.7658333333333)","En San Millán de la Cogolla, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",5061,3410,PSOE,3410,PSOE
92,Castilla y León,Ávila,Collado de Contreras,5062000100,COLLADO DE CONTRERAS,1.0,0.0,1.0,1.0,"(40.886666666667, 4.9277777777778)","En Collado de Contreras, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5062,1580,PP,1580,PP
93,Castilla y León,Ávila,Collado del Mirón,5063000100,COLLADO DEL MIRÓN,0.0,0.0,1.0,0.99,"(40.552777777778, 5.3538888888889)","En Collado del Mirón, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",5063,290,PP,290,PP
94,Castilla y León,Ávila,Constanzana,5064000100,CONSTANZANA,0.96,0.0,1.0,1.0,"(40.938611111111, 4.8744444444444)","En Constanza, los veranos son calurosos, húmedos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -9 °C o sube a más de 32 °C.",5064,1070,PP,1070,PP
95,Castilla y León,Ávila,Constanzana,5064000200,JARAÍCES,1.0,0.0,1.0,1.0,"(40.940533333333, 4.9046777777778)","En Jardínes del Grijalva, la temporada de lluvia es opresiva y nublada, la temporada seca es húmeda y mayormente despejada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 35 °C y rara vez baja a menos de 15 °C o sube a más de 38 °C.",5064,1070,PP,1070,PP
96,Castilla y León,Ávila,Crespos,5065000100,CRESPOS,0.99,0.0,1.0,1.0,"(40.894444444444, 4.9152777777778)","En Crespo, los veranos son calurosos, húmedos, mojados y mayormente despejados y los inviernos son cortos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 31 °C y rara vez baja a menos de 1 °C o sube a más de 35 °C.",5065,4940,XAV,4940,XAV
97,Castilla y León,Ávila,Crespos,5065000200,CHAHERRERO,1.0,0.0,1.0,1.0,"(40.8501, 4.96243)",Not found,5065,4940,XAV,4940,XAV
98,Castilla y León,Ávila,Crespos,5065000300,PASCUALGRANDE,1.0,0.0,1.0,1.0,"(40.8889, 4.9639527777778)",Not found,5065,4940,XAV,4940,XAV
99,Castilla y León,Ávila,Cuevas del Valle,5066000100,CUEVAS DEL VALLE,0.93,0.0,1.0,1.0,"(40.293611111111, 5.0088888888889)",Not found,5066,5140,UCIN,5140,UCIN
100,Castilla y León,Ávila,Chamartín,5067000100,CHAMARTÍN,0.0,0.0,1.0,1.0,"(40.701111111111, 4.9580555555556)","En Chamartín, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 33 °C y rara vez baja a menos de -5 °C o sube a más de 37 °C.",5067,680,XAV,680,XAV
101,Castilla y León,Ávila,Donjimeno,5069000100,DONJIMENO,1.0,0.0,1.0,0.81,"(40.959722222222, 4.8452777777778)","En Donjimeno, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5069,720,PP,720,PP
102,Castilla y León,Ávila,Donvidas,5070000100,DONVIDAS,0.0,0.0,1.0,0.8,"(41.089166666667, 4.8077777777778)","En Donvidas, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",5070,300,PSOE,300,PSOE
103,Castilla y León,Ávila,Espinosa de los Caballeros,5072000100,ESPINOSA DE LOS CABALLEROS,0.81,0.0,1.0,1.0,"(41.030277777778, 4.6730555555556)",Not found,5072,1090,PP,1090,PP
104,Castilla y León,Ávila,Flores de Ávila,5073000100,AJO (EL),0.0,0.0,1.0,0.99,"(40.966666666667, 5.0833333333333)",Not found,5073,2870,PP,2870,PP
105,Castilla y León,Ávila,Flores de Ávila,5073000200,FLORES DE ÁVILA,1.0,0.0,1.0,1.0,"(40.933333333333, 5.0788888888889)","En Flores de Ávila, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5073,2870,PP,2870,PP
106,Castilla y León,Ávila,Fontiveros,5074000100,FONTIVEROS,1.0,0.0,1.0,1.0,"(40.933333333333, 4.9902777777778)","En Fontiveros, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5074,7340,PP,7340,PP
107,Castilla y León,Ávila,Fresnedilla,5075000100,FRESNEDILLA,1.0,0.0,1.0,1.0,"(40.233611111111, 4.6205555555556)","En Fresnedillas, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",5075,1100,PP,1100,PP
108,Castilla y León,Ávila,"Fresno, El",5076000100,FRESNO (EL),1.0,0.0,1.0,0.98,"(40.613611111111, 4.7575)","En Fuente el Fresno, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 37 °C.",5076,5890,PP,5890,PP
109,Castilla y León,Ávila,"Fresno, El",5076000200,MERINO (EL),0.0,0.0,0.99,0.99,,"En El Pueblito, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 30 °C y rara vez baja a menos de 3 °C o sube a más de 33 °C.",5076,5890,PP,5890,PP
110,Castilla y León,Ávila,Fuente el Saúz,5077000100,FUENTE EL SAÚZ,0.0,0.0,1.0,0.91,,"En Fuente el Saz, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 37 °C.",5077,1570,PP,1570,PP
111,Castilla y León,Ávila,Fuentes de Año,5078000100,FUENTES DE AÑO,1.0,0.0,1.0,1.0,"(41.015833333333, 4.9086111111111)","En Fuentes de Año, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5078,960,PP,960,PP
112,Castilla y León,Ávila,Gallegos de Altamiros,5079000100,ALTAMIROS,0.0,0.0,1.0,0.99,"(40.711064192275, 4.9113759670617)","En Altamira, la temporada de lluvia es muy caliente, opresiva y mayormente nublada y la temporada seca es caliente, bochornosa, ventosa y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 15 °C a 33 °C y rara vez baja a menos de 10 °C o sube a más de 35 °C.",5079,630,PP,630,PP
113,Castilla y León,Ávila,Gallegos de Altamiros,5079000200,GALLEGOS,0.0,0.0,1.0,0.87,,"En Río Gallegos, los veranos son largos, frescos y sumamente ventosos; los inviernos son cortos, muy frío y ventosos y está seco y parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 19 °C y rara vez baja a menos de -6 °C o sube a más de 24 °C.",5079,630,PP,630,PP
114,Castilla y León,Ávila,Gallegos de Sobrinos,5080000100,BLASCOJIMENO,0.0,0.0,1.0,0.64,"(40.704666666667, 5.1068722222222)",Not found,5080,360,PP,360,PP
115,Castilla y León,Ávila,Gallegos de Sobrinos,5080000200,GALLEGOS DE SOBRINOS,0.0,0.0,1.0,0.78,"(40.716388888889, 5.1119444444444)","En Gallegos de Sobrinos, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -7 °C o sube a más de 32 °C.",5080,360,PP,360,PP
116,Castilla y León,Ávila,Garganta del Villar,5081000100,GARGANTA DEL VILLAR,1.0,0.0,1.0,0.99,"(40.448888888889, 5.1041666666667)","En Garganta del Villar, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -4 °C a 26 °C y rara vez baja a menos de -9 °C o sube a más de 30 °C.",5081,420,PP,420,PP
117,Castilla y León,Ávila,Gavilanes,5082000100,GAVILANES,0.73,0.0,1.0,0.99,"(40.2775, 4.8511111111111)","En Lucio Blanco (Los Gavilanes), la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 30 °C y rara vez baja a menos de 3 °C o sube a más de 33 °C.",5082,5760,PP,5760,PP
118,Castilla y León,Ávila,Gemuño,5083000100,GEMUÑO,0.5,0.0,1.0,0.93,"(40.593055555556, 4.7822222222222)","En Gemuño, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",5083,1470,PP,1470,PP
119,Castilla y León,Ávila,Gilbuena,5084000100,GILBUENA,1.0,0.0,1.0,1.0,"(40.415277777778, 5.6052777777778)",Not found,5084,600,PSOE,600,PSOE
120,Castilla y León,Ávila,Gil García,5085000100,GIL GARCÍA,1.0,0.0,1.0,1.0,"(40.2978041, 5.5942268)",Not found,5085,420,PP,420,PP
121,Castilla y León,Ávila,Gimialcón,5086000100,GIMIALCÓN,0.36,0.0,1.0,1.0,"(40.8775, 5.1222222222222)","En Gimialcón, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5086,740,PP,740,PP
122,Castilla y León,Ávila,Gotarrendura,5087000100,GOTARRENDURA,0.83,0.0,1.0,1.0,"(40.826666666667, 4.7391666666667)","En Gotarrendura, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5087,1690,PP,1690,PP
123,Castilla y León,Ávila,Grandes y San Martín,5088000100,GRANDES,0.0,0.0,1.0,1.0,"(40.755833333333, 4.9555555555556)","En Nuevo Casas Grandes, los veranos son cortos, cálidos y parcialmente nublados y los inviernos son fríos, secos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 35 °C y rara vez baja a menos de -3 °C o sube a más de 39 °C.",5088,260,C's,260,C's
124,Castilla y León,Ávila,Grandes y San Martín,5088000200,SAN MARTÍN DE LAS CABEZAS,0.0,0.0,1.0,1.0,,Not found,5088,260,C's,260,C's
125,Castilla y León,Ávila,Guisando,5089000100,GUISANDO,0.93,0.0,1.0,1.0,"(40.221666666667, 5.1397222222222)","En Guisando, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 30 °C y rara vez baja a menos de -7 °C o sube a más de 34 °C.",5089,5220,PP,5220,PP
126,Castilla y León,Ávila,Gutierre-Muñoz,5090000100,GUTIERRE-MUÑOZ,0.64,0.0,1.0,1.0,"(40.983333333333, 4.6386111111111)","En Gutierre-Muñoz, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5090,710,PP,710,PP
127,Castilla y León,Ávila,Hernansancho,5092000100,HERNANSANCHO,1.0,0.0,1.0,1.0,"(40.8575, 4.7294444444444)","En Hernansancho, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",5092,1560,PP,1560,PP
