,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,Weather_info,pob_tot_muni,partido_gov_x,pob_tot_muni.1,partido_gov_y,population,T_minMedia,T_maxMedia,T_minExtrema,T_maxExtrema,location
66,Castilla y León,Ávila,Cabezas del Villar,5044000100,CABEZAS DEL VILLAR,0.77,0.0,1.0,0.17,"En Cabezas del Villar, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",2570.0,PP,2570,PP,257 hab.(2021),-1,29,-6,33,"{'type': 'Point', 'coordinates': [5.2083333333333, 40.715277777778]}"
67,Castilla y León,Ávila,Cabezas del Villar,5044000200,RIVILLAS DE LA CAÑADA,0.0,0.0,0.94,0.25,Not found,2570.0,PP,2570,PP,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
68,Castilla y León,Ávila,Cabizuela,5045000100,CABIZUELA,0.0,0.0,0.99,1.0,"En Cabezuela, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",800.0,CIC,800,CIC,80 hab.(2021),-0,29,-4,33,"{'type': 'Point', 'coordinates': [4.8002777777778, 40.901111111111]}"
69,Castilla y León,Ávila,Canales,5046000100,CANALES,0.56,0.0,1.0,1.0,"En Villa Canales, la temporada de lluvia es nublada, la temporada seca es mayormente despejada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 14 °C a 28 °C y rara vez baja a menos de 12 °C o sube a más de 30 °C.",390.0,PP,390,PP,39 hab.(2021),14,28,12,30,"{'type': 'Point', 'coordinates': [4.8997694444444, 41.002797222222]}"
70,Castilla y León,Ávila,Candeleda,5047000100,CANDELEDA,0.97,0.85,1.0,1.0,"En Candeleda, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 34 °C y rara vez baja a menos de -3 °C o sube a más de 38 °C.",5049.0,PSOE,5049,PSOE,5049 hab.(2021),2,34,-3,38,"{'type': 'Point', 'coordinates': [5.2409617, 40.1557248]}"
71,Castilla y León,Ávila,Candeleda,5047000200,RASO (EL),0.86,0.0,1.0,1.0,"En Râs el Oued, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 34 °C y rara vez baja a menos de -3 °C o sube a más de 38 °C.",5049.0,PSOE,5049,PSOE,423 hab.(INE2020),1,34,-3,38,"{'type': 'Point', 'coordinates': [5.3333333333333, 40.166666666667]}"
72,Castilla y León,Ávila,Cantiveros,5048000100,CANTIVEROS,0.92,0.0,1.0,1.0,"En Cantiveros, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",1000.0,PP,1000,PP,100 hab.(2021),-0,30,-5,34,"{'type': 'Point', 'coordinates': [4.9544444444444, 40.952777777778]}"
73,Castilla y León,Ávila,Cardeñosa,5049000100,CARDEÑOSA,1.0,1.0,1.0,1.0,"En Cardeñosa, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",4270.0,PSOE,4270,PSOE,427 hab.(2021),-1,29,-6,33,"{'type': 'Point', 'coordinates': [4.7452777777778, 40.741666666667]}"
74,Castilla y León,Ávila,"Carrera, La",5051000100,CARRERA (LA),1.0,0.0,1.0,1.0,"En La Cabrera, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -6 °C o sube a más de 34 °C.",1640.0,PP,1640,PP,164 hab.(2021),-1,30,-6,34,"{'type': 'Point', 'coordinates': [5.5547222222222, 40.347777777778]}"
75,Castilla y León,Ávila,"Carrera, La",5051000200,CERECEDA,1.0,0.0,1.0,1.0,"En Cerceda, los veranos son cómodos y mayormente despejados y los inviernos son largos, fríos, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 22 °C y rara vez baja a menos de -0 °C o sube a más de 27 °C.",1640.0,PP,1640,PP,,4,22,-0,27,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
76,Castilla y León,Ávila,"Carrera, La",5051000300,LANCHAREJO,1.0,0.0,1.0,1.0,Not found,1640.0,PP,1640,PP,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
77,Castilla y León,Ávila,"Carrera, La",5051000400,NAVALMORO,0.85,0.0,1.0,1.0,"En Navalmoral de la Mata, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 35 °C y rara vez baja a menos de -3 °C o sube a más de 39 °C.",1640.0,PP,1640,PP,,2,35,-3,39,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
78,Castilla y León,Ávila,Casas del Puerto,5052000100,CASAS DEL PUERTO,1.0,0.0,1.0,1.0,Not found,830.0,PP,830,PP,83 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [5.19411027707, 40.52755835]}"
79,Castilla y León,Ávila,Casasola,5053000100,CASASOLA,0.0,0.0,1.0,1.0,"En Casasola de Arión, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",680.0,PP,680,PP,68 hab.(2021),0,30,-4,34,"{'type': 'Point', 'coordinates': [4.8266666666667, 40.668888888889]}"
80,Castilla y León,Ávila,Casasola,5053000200,DURUELO,0.0,0.0,1.0,1.0,"En Duruelo de la Sierra, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 26 °C y rara vez baja a menos de -7 °C o sube a más de 31 °C.",680.0,PP,680,PP,190 hab.(2021),-2,26,-7,31,"{'type': 'Point', 'coordinates': [3.6486111111111, 41.235833333333]}"
81,Castilla y León,Ávila,Casavieja,5054000100,CASAVIEJA,0.96,0.47,1.0,1.0,"En Casavieja, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 37 °C.",1422.0,PSOE,1422,PSOE,1422 hab.(2021),1,33,-4,37,"{'type': 'Point', 'coordinates': [4.7666666666667, 40.281111111111]}"
82,Castilla y León,Ávila,Casillas,5055000100,CASILLAS,0.89,0.0,0.99,1.0,Not found,6460.0,PP,6460,PP,646 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.5725, 40.324166666667]}"
83,Castilla y León,Ávila,Castellanos de Zapardiel,5056000100,CASTELLANOS DE ZAPARDIEL,0.0,0.0,1.0,0.86,"En Castellanos de Zapardiel, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",940.0,PP,940,PP,94 hab.(2021),0,30,-4,35,"{'type': 'Point', 'coordinates': [4.9097222222222, 41.085277777778]}"
84,Castilla y León,Ávila,Cebreros,5057000100,CEBREROS,1.0,1.0,1.0,1.0,"En Cebreros, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",3246.0,PSOE,3246,PSOE,3246 hab.(2021),-0,31,-5,35,"{'type': 'Point', 'coordinates': [4.4647222222222, 40.455]}"
85,Castilla y León,Ávila,Cebreros,5057000200,QUEXIGAL (EL),0.0,0.0,1.0,1.0,Not found,3246.0,PSOE,3246,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
86,Castilla y León,Ávila,Cebreros,5057000300,SANTA LEONOR,0.77,0.0,1.0,1.0,"En Santa Catarina, los veranos son largos, cálidos y húmedos; los inviernos son cortos, frescos y secos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 34 °C y rara vez baja a menos de 4 °C o sube a más de 37 °C.",3246.0,PSOE,3246,PSOE,,9,34,4,37,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
87,Castilla y León,Ávila,Cebreros,5057000400,ZONA DEL PANTANO DE SAN JUAN,0.73,0.0,1.0,1.0,Not found,3246.0,PSOE,3246,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
88,Castilla y León,Ávila,Cepeda la Mora,5058000100,CEPEDA LA MORA,0.0,0.0,1.0,1.0,"En Cepeda la Mora, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -4 °C a 26 °C y rara vez baja a menos de -9 °C o sube a más de 30 °C.",700.0,PP,700,PP,,-4,26,-9,30,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
89,Castilla y León,Ávila,Cillán,5059000100,CILLÁN,1.0,0.0,1.0,0.4,"En Cillán, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",820.0,TC,820,TC,82 hab.(2021),-2,28,-6,32,"{'type': 'Point', 'coordinates': [4.9780555555556, 40.705]}"
90,Castilla y León,Ávila,Cisla,5060000100,CISLA,0.0,0.0,1.0,0.59,"En Cislago, los veranos son calurosos, los inviernos son muy frío y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -7 °C o sube a más de 32 °C.",1040.0,PP,1040,PP,104 hab.(2021),-2,28,-7,32,"{'type': 'Point', 'coordinates': [5.0122222222222, 40.964722222222]}"
91,Castilla y León,Ávila,"Colilla, La",5061000100,COLILLA (LA),0.97,0.0,1.0,1.0,"En San Millán de la Cogolla, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",3410.0,PSOE,3410,PSOE,341 hab.(2021),-1,27,-5,33,"{'type': 'Point', 'coordinates': [4.7658333333333, 40.646111111111]}"
92,Castilla y León,Ávila,Collado de Contreras,5062000100,COLLADO DE CONTRERAS,1.0,0.0,1.0,1.0,"En Collado de Contreras, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",1580.0,PP,1580,PP,158 hab.(2021),-0,30,-5,34,"{'type': 'Point', 'coordinates': [4.9277777777778, 40.886666666667]}"
93,Castilla y León,Ávila,Collado del Mirón,5063000100,COLLADO DEL MIRÓN,0.0,0.0,1.0,0.99,"En Collado del Mirón, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",290.0,PP,290,PP,29 hab.(2021),-2,28,-6,32,"{'type': 'Point', 'coordinates': [5.3538888888889, 40.552777777778]}"
94,Castilla y León,Ávila,Constanzana,5064000100,CONSTANZANA,0.96,0.0,1.0,1.0,"En Constanza, los veranos son calurosos, húmedos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -9 °C o sube a más de 32 °C.",1070.0,PP,1070,PP,107 hab.(2021),-2,28,-9,32,"{'type': 'Point', 'coordinates': [4.8744444444444, 40.938611111111]}"
95,Castilla y León,Ávila,Constanzana,5064000200,JARAÍCES,1.0,0.0,1.0,1.0,"En Jardínes del Grijalva, la temporada de lluvia es opresiva y nublada, la temporada seca es húmeda y mayormente despejada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 35 °C y rara vez baja a menos de 15 °C o sube a más de 38 °C.",1070.0,PP,1070,PP,24 hab.(INE2017),17,35,15,38,"{'type': 'Point', 'coordinates': [4.9046777777778, 40.940533333333]}"
96,Castilla y León,Ávila,Crespos,5065000100,CRESPOS,0.99,0.0,1.0,1.0,"En Crespo, los veranos son calurosos, húmedos, mojados y mayormente despejados y los inviernos son cortos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 31 °C y rara vez baja a menos de 1 °C o sube a más de 35 °C.",4940.0,XAV,4940,XAV,494 hab.(2021),7,31,1,35,"{'type': 'Point', 'coordinates': [4.9152777777778, 40.894444444444]}"
97,Castilla y León,Ávila,Crespos,5065000200,CHAHERRERO,1.0,0.0,1.0,1.0,Not found,4940.0,XAV,4940,XAV,,,,,,"{'type': 'Point', 'coordinates': [4.96243, 40.8501]}"
98,Castilla y León,Ávila,Crespos,5065000300,PASCUALGRANDE,1.0,0.0,1.0,1.0,Not found,4940.0,XAV,4940,XAV,38 hab.(INE2008),,,,,"{'type': 'Point', 'coordinates': [4.9639527777778, 40.8889]}"
99,Castilla y León,Ávila,Cuevas del Valle,5066000100,CUEVAS DEL VALLE,0.93,0.0,1.0,1.0,Not found,5140.0,UCIN,5140,UCIN,514 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [5.0088888888889, 40.293611111111]}"
100,Castilla y León,Ávila,Chamartín,5067000100,CHAMARTÍN,0.0,0.0,1.0,1.0,"En Chamartín, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 33 °C y rara vez baja a menos de -5 °C o sube a más de 37 °C.",680.0,XAV,680,XAV,142700 hab.,0,33,-5,37,"{'type': 'Point', 'coordinates': [4.9580555555556, 40.701111111111]}"
101,Castilla y León,Ávila,Donjimeno,5069000100,DONJIMENO,1.0,0.0,1.0,0.81,"En Donjimeno, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",720.0,PP,720,PP,72 hab.(2021),-0,30,-5,34,"{'type': 'Point', 'coordinates': [4.8452777777778, 40.959722222222]}"
102,Castilla y León,Ávila,Donvidas,5070000100,DONVIDAS,0.0,0.0,1.0,0.8,"En Donvidas, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",300.0,PSOE,300,PSOE,30 hab.(2021),0,30,-4,34,"{'type': 'Point', 'coordinates': [4.8077777777778, 41.089166666667]}"
103,Castilla y León,Ávila,Espinosa de los Caballeros,5072000100,ESPINOSA DE LOS CABALLEROS,0.81,0.0,1.0,1.0,Not found,1090.0,PP,1090,PP,109 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.6730555555556, 41.030277777778]}"
104,Castilla y León,Ávila,Flores de Ávila,5073000100,AJO (EL),0.0,0.0,1.0,0.99,Not found,2870.0,PP,2870,PP,43 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [5.0833333333333, 40.966666666667]}"
105,Castilla y León,Ávila,Flores de Ávila,5073000200,FLORES DE ÁVILA,1.0,0.0,1.0,1.0,"En Flores de Ávila, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",2870.0,PP,2870,PP,287 hab.(2021),-1,30,-5,34,"{'type': 'Point', 'coordinates': [5.0788888888889, 40.933333333333]}"
106,Castilla y León,Ávila,Fontiveros,5074000100,FONTIVEROS,1.0,0.0,1.0,1.0,"En Fontiveros, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",7340.0,PP,7340,PP,734 hab.(2021),-0,30,-5,34,"{'type': 'Point', 'coordinates': [4.9902777777778, 40.933333333333]}"
107,Castilla y León,Ávila,Fresnedilla,5075000100,FRESNEDILLA,1.0,0.0,1.0,1.0,"En Fresnedillas, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",1100.0,PP,1100,PP,110 hab.(2021),-1,31,-5,35,"{'type': 'Point', 'coordinates': [4.6205555555556, 40.233611111111]}"
108,Castilla y León,Ávila,"Fresno, El",5076000100,FRESNO (EL),1.0,0.0,1.0,0.98,"En Fuente el Fresno, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 37 °C.",5890.0,PP,5890,PP,589 hab.(2021),1,33,-4,37,"{'type': 'Point', 'coordinates': [4.7575, 40.613611111111]}"
109,Castilla y León,Ávila,"Fresno, El",5076000200,MERINO (EL),0.0,0.0,0.99,0.99,"En El Pueblito, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 30 °C y rara vez baja a menos de 3 °C o sube a más de 33 °C.",5890.0,PP,5890,PP,,6,30,3,33,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
110,Castilla y León,Ávila,Fuente el Saúz,5077000100,FUENTE EL SAÚZ,0.0,0.0,1.0,0.91,"En Fuente el Saz, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 37 °C.",1570.0,PP,1570,PP,,1,33,-4,37,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
111,Castilla y León,Ávila,Fuentes de Año,5078000100,FUENTES DE AÑO,1.0,0.0,1.0,1.0,"En Fuentes de Año, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",960.0,PP,960,PP,96 hab.(2021),-0,30,-5,34,"{'type': 'Point', 'coordinates': [4.9086111111111, 41.015833333333]}"
